axis,mean_eta_sq,max_eta_sq,pct_significant
age_group,0.018075153516772153,0.04557417281113041,0.5714285714285714
gender,0.013755845773201244,0.039662194922481235,0.5714285714285714
census_region,0.00963040893569376,0.016907810087233445,0.0
