audience_cluster,audience_cluster_mean_character_rating,audience_cluster_character_rating_positivity_bias
1,4.008280158636189,0.026162598372871937
2,4.02133182790015,0.039214267636833444
3,3.8889684302723424,-0.09314912999097436
