audience_cluster,$0–24k,$25–49k,$50–99k,$100–149k,$150k+
1,0.25399190071712513,1.2195894046644322,-1.2025714311196096,1.5346530674816572,-1.7523818048844577
2,-1.3174233388344696,-0.5981961765505691,0.7307420200197595,-0.1943566522542591,1.3674057338195291
3,0.8880502789828633,-0.5052156824466416,0.38084600454181017,-1.1006834884728858,0.30301916634171194
