audience_cluster,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
1,-0.3975135452240256,0.47736544122060803,-0.0984586661173499,0.27061959580719375,-1.4611022089419938,1.7070279135504738,-0.11382783245854954,-0.1167497973233227,-0.5940835896886685
2,-0.4026056388330002,-0.03365131109757755,-0.28058822328514543,0.18691061710398502,1.722786320772227,-0.3039708598526582,0.608114361887296,-0.22926243741233235,-0.9110029160750142
3,0.6481926315859943,-0.35313241482204805,0.3092872008680734,-0.36958745457025427,-0.25119313508214314,-1.1117639085605382,-0.40928534981988174,0.2816702345796077,1.2230865487253928
