audience_cluster,18-29,30-44,45-60,60+
1,1.2587019004020836,-1.51608379698902,0.9590470406109242,-0.617348386855644
2,0.6815693632275032,2.2460091239802606,-0.8523923951734179,-1.9688340941076328
3,-1.5663486699823206,-0.6327024448733348,-0.06666919310341833,2.1109367930299974
