audience_cluster,Less than HS,High school,Some college / Associate,Bachelor’s,Graduate
1,-1.3901195748684472,0.9312030751340797,1.0983694146549778,-0.9152536553202643,-0.5643255317066853
2,-0.04236056383227056,-1.2432235459131964,-0.2608923540540899,1.079809022713041,-0.10673993560251985
3,1.1495057626344423,0.28271563518413395,-0.6645559533097236,-0.16021362235271924,0.540778907337926
