audience_cluster,character_cluster,mean_rating,global_mean,deviation
1,1,3.704522613065327,3.275915691534206,0.428606921531121
1,2,4.288867091711623,4.593068093761075,-0.3042010020494521
1,3,3.7785145888594163,3.4460791230308137,0.3324354658286026
2,1,3.724956063268893,3.275915691534206,0.44904037173468714
2,2,4.7012081784386615,4.593068093761075,0.1081400846775864
2,3,2.863157894736842,3.4460791230308137,-0.5829212282939715
3,1,2.398268398268398,3.275915691534206,-0.8776472932658077
3,2,4.789129011132941,4.593068093761075,0.1960609173718657
3,3,3.696564885496183,3.4460791230308137,0.25048576246536935
