character_cluster,tension_variance,tension_std,mean_abs_deviation
1,0.5778029600044046,0.7601335145909596,0.5850981955105387
3,0.25652680726714494,0.5064847552169216,0.38861415219598117
2,0.07133620544133193,0.2670883850738027,0.20280066803296806
