entity,axis,eta_mean,eta_std,ci_low,ci_high
Episode I,age_group,0.09697933475776287,0.019828565541091525,0.060724380484017626,0.13808477632545932
Episode I,gender,0.03434079505811041,0.012641996794547795,0.013023775994689357,0.0624710897939859
Episode IV,age_group,0.03744091475078848,0.01255770558823702,0.01665428978259244,0.06606172370040575
Episode IV,gender,0.022512598881797935,0.01044667392199338,0.006763808122457269,0.046680137993018476
Episode III,age_group,0.026743909899095097,0.011275530847505303,0.008652439446722759,0.051258981487325286
Episode III,gender,0.003741665103826624,0.0038866129108553376,2.2691534200116613e-05,0.014182680129361275
